@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8}

@data
791,'2020/12/18 11:47:54:961',8,2.694554,-7.372151,5.878857,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
792,'2020/12/18 11:47:55:025',8,2.701465,-7.360605,5.890147,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
793,'2020/12/18 11:47:55:085',8,2.701465,-7.360605,5.890147,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
794,'2020/12/18 11:47:55:157',8,2.701465,-7.360605,5.890147,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
795,'2020/12/18 11:47:55:227',8,2.701465,-7.360605,5.890147,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
796,'2020/12/18 11:47:55:278',8,2.701465,-7.360605,5.890147,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
797,'2020/12/18 11:47:55:354',8,2.698789,-7.359791,5.892386,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
798,'2020/12/18 11:47:55:419',8,2.698789,-7.359791,5.892386,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
799,'2020/12/18 11:47:55:492',8,2.698789,-7.359791,5.892386,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
800,'2020/12/18 11:47:55:560',8,2.698789,-7.359791,5.892386,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
801,'2020/12/18 11:47:55:618',8,2.686618,-7.343744,5.917912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
802,'2020/12/18 11:47:55:690',8,2.686618,-7.343744,5.917912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
803,'2020/12/18 11:47:55:756',8,2.686618,-7.343744,5.917912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
804,'2020/12/18 11:47:55:822',8,2.704716,-7.333166,5.922797,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
805,'2020/12/18 11:47:55:893',8,2.704716,-7.333166,5.922797,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
806,'2020/12/18 11:47:55:955',8,2.704716,-7.333166,5.922797,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
807,'2020/12/18 11:47:56:025',8,2.626587,-7.327914,5.964304,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
808,'2020/12/18 11:47:56:086',8,2.626587,-7.327914,5.964304,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
809,'2020/12/18 11:47:56:161',8,2.626587,-7.327914,5.964304,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
810,'2020/12/18 11:47:56:230',8,2.626587,-7.327914,5.964304,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
811,'2020/12/18 11:47:56:310',8,2.626587,-7.327914,5.964304,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
812,'2020/12/18 11:47:56:378',8,2.602278,-7.268759,6.046772,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
813,'2020/12/18 11:47:56:436',8,2.602278,-7.268759,6.046772,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
814,'2020/12/18 11:47:56:506',8,2.602278,-7.268759,6.046772,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
815,'2020/12/18 11:47:56:574',8,2.483318,-7.368939,5.975126,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
816,'2020/12/18 11:47:56:639',8,2.483318,-7.368939,5.975126,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
817,'2020/12/18 11:47:56:708',8,2.483318,-7.368939,5.975126,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
818,'2020/12/18 11:47:56:775',8,2.644696,-7.818828,5.295446,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
819,'2020/12/18 11:47:56:840',8,2.644696,-7.818828,5.295446,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
820,'2020/12/18 11:47:56:908',8,2.644696,-7.818828,5.295446,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
821,'2020/12/18 11:47:56:976',8,2.644696,-7.818828,5.295446,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
822,'2020/12/18 11:47:57:044',8,2.644696,-7.818828,5.295446,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
823,'2020/12/18 11:47:57:121',8,2.644696,-7.818828,5.295446,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
824,'2020/12/18 11:47:57:189',8,3.036644,-8.500185,3.833483,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
825,'2020/12/18 11:47:57:266',8,3.292609,-8.245049,4.165113,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
826,'2020/12/18 11:47:57:344',8,3.292609,-8.245049,4.165113,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
827,'2020/12/18 11:47:57:431',8,3.292609,-8.245049,4.165113,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
828,'2020/12/18 11:47:57:510',8,3.292609,-8.245049,4.165113,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
829,'2020/12/18 11:47:57:575',8,4.020246,-7.64898,4.636912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
830,'2020/12/18 11:47:57:642',8,4.020246,-7.64898,4.636912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
831,'2020/12/18 11:47:57:708',8,4.020246,-7.64898,4.636912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
832,'2020/12/18 11:47:57:777',8,4.020246,-7.64898,4.636912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
833,'2020/12/18 11:47:57:834',8,4.020246,-7.64898,4.636912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
834,'2020/12/18 11:47:57:906',8,4.020246,-7.64898,4.636912,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
835,'2020/12/18 11:47:57:976',8,5.250304,-7.10979,4.249152,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
836,'2020/12/18 11:47:58:043',8,5.250304,-7.10979,4.249152,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
837,'2020/12/18 11:47:58:111',8,5.250304,-7.10979,4.249152,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
838,'2020/12/18 11:47:58:185',8,5.250304,-7.10979,4.249152,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
839,'2020/12/18 11:47:58:255',8,5.250304,-7.10979,4.249152,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
840,'2020/12/18 11:47:58:320',8,5.246863,-7.136723,4.20806,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
841,'2020/12/18 11:47:58:394',8,5.246863,-7.136723,4.20806,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
842,'2020/12/18 11:47:58:460',8,5.246863,-7.136723,4.20806,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
843,'2020/12/18 11:47:58:524',8,5.246863,-7.136723,4.20806,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
844,'2020/12/18 11:47:58:594',8,4.580781,-7.376969,4.557089,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
845,'2020/12/18 11:47:58:661',8,4.580781,-7.376969,4.557089,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
846,'2020/12/18 11:47:58:723',8,4.580781,-7.376969,4.557089,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
847,'2020/12/18 11:47:58:790',8,3.988698,-7.544695,4.830945,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
848,'2020/12/18 11:47:58:867',8,3.988698,-7.544695,4.830945,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
849,'2020/12/18 11:47:58:936',8,3.988698,-7.544695,4.830945,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
850,'2020/12/18 11:47:59:005',8,3.988698,-7.544695,4.830945,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
851,'2020/12/18 11:47:59:067',8,3.988698,-7.544695,4.830945,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
852,'2020/12/18 11:47:59:136',8,3.209622,-7.818188,4.974384,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
853,'2020/12/18 11:47:59:206',8,3.209622,-7.818188,4.974384,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
854,'2020/12/18 11:47:59:272',8,3.209622,-7.818188,4.974384,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
855,'2020/12/18 11:47:59:344',8,3.060007,-7.890778,4.954015,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
856,'2020/12/18 11:47:59:406',8,3.060007,-7.890778,4.954015,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
857,'2020/12/18 11:47:59:472',8,3.060007,-7.890778,4.954015,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
858,'2020/12/18 11:47:59:541',8,2.837843,-7.971218,4.957483,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
859,'2020/12/18 11:47:59:606',8,2.837843,-7.971218,4.957483,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
860,'2020/12/18 11:47:59:677',8,2.837843,-7.971218,4.957483,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
861,'2020/12/18 11:47:59:757',8,2.837843,-7.971218,4.957483,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,7,?,?
862,'2020/12/18 11:48:07:274',9,-4.473839,-6.772327,5.503685,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
863,'2020/12/18 11:48:07:339',9,-4.473839,-6.772327,5.503685,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
864,'2020/12/18 11:48:07:406',9,-4.473839,-6.772327,5.503685,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
865,'2020/12/18 11:48:07:453',9,-4.473839,-6.772327,5.503685,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
866,'2020/12/18 11:48:07:515',9,-4.473839,-6.772327,5.503685,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
867,'2020/12/18 11:48:07:578',9,-4.473839,-6.772327,5.503685,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
868,'2020/12/18 11:48:07:644',9,-4.478442,-6.772154,5.500159,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
869,'2020/12/18 11:48:07:707',9,-4.478442,-6.772154,5.500159,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
870,'2020/12/18 11:48:07:757',9,-4.478442,-6.772154,5.500159,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
871,'2020/12/18 11:48:07:830',9,-4.450863,-6.742904,5.558181,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
872,'2020/12/18 11:48:07:902',9,-4.450863,-6.742904,5.558181,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
873,'2020/12/18 11:48:07:972',9,-4.450863,-6.742904,5.558181,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
874,'2020/12/18 11:48:08:042',9,-4.450863,-6.742904,5.558181,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
875,'2020/12/18 11:48:08:122',9,-4.350732,-6.802235,5.565161,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
876,'2020/12/18 11:48:08:183',9,-4.350732,-6.802235,5.565161,0,0,0.944076,112.776489,434.058502,0.014114,0.187787,0.216945,18.538345,3.061548,2.71583,2.56393,7.164042,7.084115,20.97109,7.818455,8,?,?
877,'2020/12/18 11:48:08:228',9,-4.350732,-6.802235,5.565161,0,1,4.180947,393.026459,329.653046,0.056418,0.003467,0.217222,13.355387,1.074875,2.874056,2.878824,6.657853,6.63715,22.894638,6.554612,8,?,?
878,'2020/12/18 11:48:08:275',9,-4.350732,-6.802235,5.565161,0,1,4.156715,395.128082,328.441223,0.035792,0.004225,0.222566,13.127467,1.007141,2.825403,2.79934,6.550983,6.517832,22.809637,6.65796,8,?,?
879,'2020/12/18 11:48:08:310',9,-4.400244,-6.781222,5.551852,0,1,4.156615,395.561737,328.271332,0.040999,0.004065,0.23278,13.32146,1.150472,2.733134,2.736812,6.60639,6.589506,22.852882,6.632223,8,?,?
880,'2020/12/18 11:48:08:396',9,-4.400244,-6.781222,5.551852,0,1,4.13958,396.528168,326.986664,0.067068,0.005951,0.248856,13.343071,1.097361,2.807124,2.830407,6.69842,6.672224,23.096939,6.604518,8,?,?
881,'2020/12/18 11:48:08:458',9,-4.400244,-6.781222,5.551852,0,1,4.152496,396.642517,324.64035,0.080983,0.012941,0.269912,13.47007,1.087872,2.704689,2.74169,6.649915,6.621807,23.433542,6.543415,8,?,?
882,'2020/12/18 11:48:08:514',9,-4.400244,-6.781222,5.551852,0,1,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
883,'2020/12/18 11:48:08:557',9,-4.400244,-6.781222,5.551852,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
884,'2020/12/18 11:48:08:603',9,-4.391192,-6.856096,5.466409,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
885,'2020/12/18 11:48:08:655',9,-4.391192,-6.856096,5.466409,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
886,'2020/12/18 11:48:08:717',9,-4.391192,-6.856096,5.466409,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
887,'2020/12/18 11:48:08:775',9,-4.391192,-6.856096,5.466409,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
888,'2020/12/18 11:48:08:841',9,-4.403722,-6.836859,5.480402,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
889,'2020/12/18 11:48:08:896',9,-4.403722,-6.836859,5.480402,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
890,'2020/12/18 11:48:08:970',9,-4.403722,-6.836859,5.480402,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
891,'2020/12/18 11:48:09:015',9,-4.403722,-6.836859,5.480402,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
892,'2020/12/18 11:48:09:081',9,-4.403722,-6.836859,5.480402,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
893,'2020/12/18 11:48:09:153',9,-4.262879,-6.996562,5.389454,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
894,'2020/12/18 11:48:09:223',9,-4.262879,-6.996562,5.389454,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
895,'2020/12/18 11:48:09:272',9,-4.262879,-6.996562,5.389454,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
896,'2020/12/18 11:48:09:319',9,-4.262879,-6.996562,5.389454,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
897,'2020/12/18 11:48:09:381',9,-4.12563,-7.091044,5.372757,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
898,'2020/12/18 11:48:09:457',9,-4.12563,-7.091044,5.372757,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
899,'2020/12/18 11:48:09:525',9,-4.186388,-7.091044,5.372757,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
900,'2020/12/18 11:48:09:605',9,-4.186388,-7.108414,5.302339,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
901,'2020/12/18 11:48:09:670',9,-4.186388,-7.108414,5.302339,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
902,'2020/12/18 11:48:09:731',9,-4.186388,-7.108414,5.302339,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
903,'2020/12/18 11:48:09:804',9,-4.186388,-7.108414,5.302339,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
904,'2020/12/18 11:48:09:858',9,-4.186388,-7.108414,5.302339,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
905,'2020/12/18 11:48:09:940',9,-4.162445,-6.981786,5.486256,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
906,'2020/12/18 11:48:10:004',9,-4.162445,-6.981786,5.486256,0,0,4.159214,396.050781,322.999847,0.073307,0.022603,0.276291,13.916324,1.195875,2.470207,2.524484,6.753059,6.734052,23.518055,6.571005,8,?,?
